app,review,stars,at,userName,thumbsUpCount,replyContent
Zomato,good,5,2025-10-05 19:17:14,poovarasan saravanan,0,
Zomato,nice service and good experience,5,2025-10-05 19:15:57,Indumati B,0,
Zomato,good,5,2025-10-05 19:15:25,Mayuresh Gurav,0,
Zomato,super super super outstanding,5,2025-10-05 19:12:55,venkatesh madala,0,
Zomato,Too pricey they give you flat 100 off but they over charge in other services it is a scam initially we only get 10 or 20 off where they say 100 off im saying this because the overcharging happens only when they give offers live flat 100 or 50% off but not a true offer just eye-catching recently i brought a food from restaurant just a kilometre away from me costed 200 but from same restaurant in zomato i checked it cost 350 after additional it came 425 just pure scam,2,2025-10-05 19:12:04,Azaf Antony,0,
Zomato,good service,5,2025-10-05 19:10:55,Ramesh Kumar,0,
Zomato,Price,4,2025-10-05 19:09:54,Lakshmi Prasad,0,
Zomato,good,5,2025-10-05 19:08:31,Mani Devi,0,
Zomato,❤️❤️,4,2025-10-05 19:07:53,manjula kancharla,0,
Zomato,good,5,2025-10-05 19:07:45,Praveena Unni,0,
Zomato,good service,4,2025-10-05 19:05:31,Parthi,0,
Zomato,good sarvice,5,2025-10-05 19:03:08,Prakash Suthar,0,
Zomato,"worst customer care experience with ZOMATO. Upon fault of the restaurant for not taking care of food preparation as per the instructions given during order, zomato failed to resolve the issue and cancelled my cash delivery option. the customer service call agent was the rudest person I've ever talked to. As per my experience Swiggy is a better option than zomato",1,2025-10-05 19:00:25,Tasleem Sultana,0,
Zomato,"first the app, the UI is very easy to use, zomato has really put their thought in designing the UI meeting the customers expectations really well, but the offers they slide in sometimes doesn't make any sense. They sometimes use the, push the price strategy to make profits in orders which are really high I presume. Rest it works for me. Great thinking!!",4,2025-10-05 19:00:15,Aman Rajput,0,
Zomato,thank you 😊😊😊 zomato india best online food delivery app,5,2025-10-05 19:00:14,Annu Sachin,0,
Zomato,price service all are Buraaaaaah! chackk de,5,2025-10-05 18:55:54,Kalkivatar,0,
Zomato,great the food is,5,2025-10-05 18:53:21,Tarannum Nirban,0,
Zomato,very bad experience,1,2025-10-05 18:50:50,Jai Sinha,0,
Zomato,superb service,5,2025-10-05 18:48:16,sanjana ridlan,0,
Zomato,good,5,2025-10-05 18:45:50,Jitendra Kumar,0,
Zomato,Good ha par delivery charge 25rs se starting ha,4,2025-10-05 18:44:19,Pubg Lover,0,
Zomato,nice offer,5,2025-10-05 18:43:46,Kalpesh Bhanu,0,
Zomato,"Totally waste of money, the restaurent will deliver different food, you cannot complain them because their phone number is in switch off mode and zomato is too irresponsible in this case. They just want to make money irrespective of their customer service. pathetic.",1,2025-10-05 18:43:39,KARTIK BHASIN,0,
Zomato,awesome service,5,2025-10-05 18:42:30,Amit Dixit,0,
Zomato,I love zomato,5,2025-10-05 18:42:01,Shivam Singh,0,
Zomato,nice,5,2025-10-05 18:40:35,Rajput Raj,0,
Zomato,The service rendered is really fantastic 👍,5,2025-10-05 18:39:52,Shakeel Ahmed Ayubi,0,"Thank you for your deliciously kind words! If you have any food for thought or tasty suggestions, we're all ears! Keep on ordering and bon appétit!"
Zomato,foods should be delivered hot and zomato should take care of it.,3,2025-10-05 18:38:10,NISHANT Raj,0,
Zomato,Very useful app for quality food ordering...,5,2025-10-05 18:31:34,Arunava Nandan,0,
Zomato,vooo,5,2025-10-05 18:30:44,Anubhav Bharti,0,
Zomato,fabulous app thank u zomato,5,2025-10-05 18:29:42,Adil Shaikh,0,
Zomato,great experience with Zomato,5,2025-10-05 18:28:32,Ayush Awasthi,0,
Zomato,zomato secretly removed their review now we can't see restaurants reviews,3,2025-10-05 18:27:11,Kingston D. Wingrave,0,
Zomato,Constant degradation or straight up removal of features from already paid plans (Zomato Gold) without intimation. It seems they have now turned off review visibility as well lmao.,1,2025-10-05 18:26:11,varun soni,0,
Zomato,nice gy,5,2025-10-05 18:25:40,Lokesh Sharma,0,
Zomato,"worst experience with zomato.. I literally explained the quality of the food. and I wanted to return it.. but they did not accept it, instead I was asked to report to the restaurant which is LULUs family restaurant.. not at all happy. it's not good, for us to spend so much hard earned money and get worst food and get help nothing from zomato.. also not sure why restaurant offers nonsense offers and sells bad quality food..",1,2025-10-05 18:25:31,chandra mouli,0,
Zomato,Nice experience,5,2025-10-05 18:24:57,tanu Awasthi,0,
Zomato,yo.,5,2025-10-05 18:21:44,Saurabh Singh,0,
Zomato,osm app build,5,2025-10-05 18:19:55,Ehtasamul Haque rehan,0,
Zomato,good survey,5,2025-10-05 18:18:22,Anu Salimath,0,
Zomato,Very Good,5,2025-10-05 18:15:47,Rohit Rajpal,0,
Zomato,it's a very good and emotionally attached,5,2025-10-05 18:12:32,khushi verma,0,
Zomato,good,4,2025-10-05 18:12:17,Diksha Sharma,0,
Zomato,good 👍,1,2025-10-05 18:11:49,Sharma Ji,0,
Zomato,very good and impressive so far,5,2025-10-05 18:10:33,Chidinma Self-employed,0,
Zomato,gud,5,2025-10-05 18:09:29,Nirbhay Singh,0,
Zomato,zomato always good,4,2025-10-05 18:06:46,NISHIKANTA DAS,0,
Zomato,good time to time,4,2025-10-05 18:06:42,Patel Ashwin,0,
Zomato,Hidden charges are more,4,2025-10-05 18:00:56,Mohit Sardare,0,
Zomato,nice,5,2025-10-05 17:59:41,Bharat Roy,0,
Zomato,good,4,2025-10-05 17:56:52,LÜCÏFÊR ÁÑGÊL,0,
Zomato,nice service. actually enjoying using zomato,5,2025-10-05 17:54:50,Sumaiyya Juhi,0,
Zomato,ok,5,2025-10-05 17:52:52,Naman Sharma,0,
Zomato,excellent 👌,5,2025-10-05 17:50:57,RD,0,
Zomato,Great experience,5,2025-10-05 17:50:38,Sakshi Thakur,0,
Zomato,good,5,2025-10-05 17:48:12,Sourav Das,0,
Zomato,nice,5,2025-10-05 17:47:28,Jaydeep Fulari,0,
Zomato,nice app,4,2025-10-05 17:46:11,Sk Shahajada,0,
Zomato,Overall it's good 😊👍🏻,4,2025-10-05 17:45:11,Bananee Sahoo,0,
Zomato,Excellent Service,5,2025-10-05 17:44:26,Dubey Anurag,0,
Zomato,worst app,1,2025-10-05 17:43:23,Biswajit Singha,0,
Zomato,😍👍,5,2025-10-05 17:42:31,Fiza Khan,0,
Zomato,"In a blatantly anti-customer move, Zomato has hidden detailed reviews for restaurants. These reviews were why I ever even considered ordering online on Zomato, in a world where restaurants are engaging in increasing health and safety violations. Uninstalling the app, and not resubbing to Gold either. Good luck trying to hide this review from the public, like in your platform.",1,2025-10-05 17:41:55,Arun B Raj,0,
Zomato,good,4,2025-10-05 17:39:23,ashwini marathe,0,
Zomato,ultimate,5,2025-10-05 17:38:31,Anil Kumar,0,
Zomato,happy to look forward ✨️ ever,5,2025-10-05 17:37:54,Nirmal Gowri,0,
Zomato,BUY ZOMATO GOLD it's Really aworth,5,2025-10-05 17:37:20,Narayan Devasi,0,
Zomato,not every time I will pay the platform fee when I'm ordering online. it should be like 10 orders a platform or like that. or should be waived of for the premium users.,1,2025-10-05 17:36:23,dhrumil shah,0,
Zomato,Hindi theriyathu poda! #reject_zomato,5,2025-10-05 17:35:58,Dinesh Anand,3,
Zomato,🫶 it,5,2025-10-05 17:33:07,Sai Tej,0,
Zomato,nice,5,2025-10-05 17:32:09,jaidev potra,0,
Zomato,excellent,5,2025-10-05 17:30:34,jula ramulu,0,
Zomato,"Sabse ghatiya experience iss app par hua. Order place kiya tha, clearly likha tha 2 minute mein delivery ho jayegi, lekin bina meri permission ke order cancel kar diya aur reason daal diya “customer chose cash / order cancelled.” Yeh bilkul jhooth hai! Maine order cancel nahi kiya tha. Sirf customer ka time barbaad karte hain. Itna careless aur irresponsible service maine kisi aur app mein nahi dekha. pawan",1,2025-10-05 17:27:17,pawan malakar,0,
Zomato,good service,4,2025-10-05 17:26:44,MJr Sabuj,0,
Zomato,Feeding the hungry,5,2025-10-05 17:25:29,Rohit Menon,0,
Zomato,Baler Delevery Boy Ar Baler Niom🤬,1,2025-10-05 17:24:35,Akash Das,0,
Zomato,nice,5,2025-10-05 17:22:51,raj more,0,
Zomato,I don't want to see ratings for me. I want to see the actual ratings.,2,2025-10-05 17:22:50,Joseph John,0,
Zomato,super app,5,2025-10-05 17:22:43,Paytm,0,
Zomato,good,5,2025-10-05 17:20:06,Abhishek Purwar,0,
Zomato,"I ordered food on the Zomato app but cancelled within a minute as I reached the restaurant and decided to buy directly. The restaurant confirmed the food wasn’t cooked yet, but Zomato says a refund isn’t possible. This is really unfair.",1,2025-10-05 17:20:03,Basith Ahamed,0,
Zomato,I ordered 9 chicken nuggets but when my order came there were only 6 pieces and seemed that somebody opened my pizza puff and came out of packet I need a justice for my chicken nuggets 😩 😭,1,2025-10-05 17:19:35,Bhavya Puri,0,
Zomato,darun,5,2025-10-05 17:19:18,Basudeb Chaudhuri,0,
Zomato,good,5,2025-10-05 17:19:16,Sanaya Singh,0,
Zomato,delivery boy se comunication thoda aur sahi ho Jaye to achha hai,5,2025-10-05 17:19:10,anoop sharma,0,
Zomato,good experience,5,2025-10-05 17:19:03,Muthakani Satya,0,
Zomato,worst service ever. they didn't respond proper way. worst service worst service worst service,4,2025-10-05 17:18:24,UmA DeVi Koduru,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we'll get this checked immediately."
Zomato,Zomato is a user friendly and also pocket friendly food supply platform. which is much better than other food delivery apps and also there gives very affordable prices and premium quality food...i just love this app 😘 thank you zomato 👍,5,2025-10-05 17:15:33,Suman Roy,0,
Zomato,good,5,2025-10-05 17:14:24,Jyotsna Pansare,0,
Zomato,"they didn't provide the quantity and didn't let speak with the associate either , not to mention I am a gold user . very disappointed with the customer support. uninstalling the application right now.",1,2025-10-05 17:14:18,Akash Das,0,
Zomato,order time 7.15pm delivery 9.35 very bad service,1,2025-10-05 17:12:36,Vr UrmIla,0,
Zomato,nice food,5,2025-10-05 17:12:23,tamnna D,0,
Zomato,nice,4,2025-10-05 17:09:14,tapashya vais,0,
Zomato,he is a good food app ❤️,5,2025-10-05 17:08:48,Ritik Kanade,0,
Zomato,the exposure they provide its commendable and i liked it a lot,5,2025-10-05 17:07:52,Ujjawal Gupta,0,
Zomato,good,5,2025-10-05 17:06:10,Rupu patel,0,
Zomato,App is very good but reaching a customer care executive is a hassle. Discussion solves a lot of things. one area where zomato can improve,4,2025-10-05 17:03:15,Nilanjan Bhattacharya,1,
Zomato,super,5,2025-10-05 17:01:10,Sravankumar Sravan,0,
Zomato,good 😊,5,2025-10-05 17:01:08,Rajdeep Das,0,
Zomato,pathetic application,1,2025-10-05 16:58:26,Mukul Chaudhary,0,
Zomato,good,4,2025-10-05 16:57:15,Deepak Khatick,0,
Zomato,excellent,5,2025-10-05 16:55:11,Ashu Sen,0,
Zomato,Great,4,2025-10-05 16:54:33,Hotoshe Kiho,0,
Zomato,nice,3,2025-10-05 16:54:27,Ravi Pathak,0,
Zomato,nice,5,2025-10-05 16:53:21,harsha bhandari,0,
Zomato,"This app is horrible ...had very bad experience ....the delivery charges is double than the actual price of food ...and they also add so many extra charges like platform fee,gst etc on top of that ....they scam the customers and unnecessary includes extra charges ...shame on you zomato",1,2025-10-05 16:51:51,Sohini Parveen,0,
Zomato,I edited my review from 4 to 1. Day by day zomato services become worst. order cancellation is increasing.,1,2025-10-05 16:51:20,kunal shah,0,
Zomato,Zomato is always on there time ✨,5,2025-10-05 16:50:54,Rachana Usha Rani,0,
Zomato,Best Services,5,2025-10-05 16:50:10,Jigar Panchal,0,
Zomato,"Very Pathetic service by Zomato. I ordered food at correct address where in driver went to another location and was demanding more money to deliver the food. When I tried to contact the customer support, I did not hear resolution from them despite giving proof that my address was fed correctly in the app while ordering food. With this pathetic service and not being a customer oriented, will never order food from Zomato.",1,2025-10-05 16:49:20,manjot singh,0,
Zomato,A huge variety to kill your depression,5,2025-10-05 16:48:21,Kkajal Wadhwa,0,
Zomato,very delicious food so yammy,5,2025-10-05 16:47:51,Arnav Rai,0,
Zomato,very nice service,5,2025-10-05 16:47:31,Dayanand Patil,0,
Zomato,nice app,5,2025-10-05 16:46:54,Sunil Yogiraj,0,
Zomato,good,5,2025-10-05 16:44:22,Gargi Talapatra,0,
Zomato,Very satisfying offer provided,5,2025-10-05 16:41:32,Bhaskar Baidya,0,
Zomato,nice very fast delivery,1,2025-10-05 16:40:27,Radhika Saini,0,
Zomato,👍,5,2025-10-05 16:39:47,SHWETA KULKARNI,0,
Zomato,Good experience,5,2025-10-05 16:39:05,santhoshraj sans,0,
Zomato,Give some more good deals,5,2025-10-05 16:37:53,Sanjeev Singh,0,"Hi Sanjeev, Glad to hear that! Thank you for your feedback."
Zomato,awesome।,5,2025-10-05 16:36:48,Pawan,0,
Zomato,good,3,2025-10-05 16:36:23,Raju Naskar,0,
Zomato,I like this I am always order form zomato,5,2025-10-05 16:36:13,Aarush Sharma,0,
Zomato,NICE APP PLEASE DOWNLOAD THIS APP I RIQEST YOU PLEASE 🥺,5,2025-10-05 16:34:29,Dinesh Gadhave,0,
Zomato,crazy aap,5,2025-10-05 16:31:13,Bholu FF,0,
Zomato,excellent service 💯 Good quality food thanks 👍,4,2025-10-05 16:30:51,sana kutti,0,
Zomato,super,5,2025-10-05 16:28:44,Shree huligamba movies Lankesh,0,
Zomato,Good,5,2025-10-05 16:28:13,Umar Kukwa,0,
Zomato,Very good App for food purchase ☺️,5,2025-10-05 16:26:45,m s subin gosh,0,
Zomato,excellent,5,2025-10-05 16:25:59,Nand Kishor,0,
Zomato,not paying money for your order grouping....we want fresh food not earning and donating you for Camellias and useless customer bot,1,2025-10-05 16:24:57,Rajat Garg,0,
Zomato,good,4,2025-10-05 16:19:44,Ayush Sharma,0,
Zomato,Best,5,2025-10-05 16:19:44,Amar Kadam,0,
Zomato,"I think other food delivery apps do not show the delivery partner’s safety information, but the Zomato app does — it even includes safety and tip options, which is appreciable. Other food delivery apps may exist, but only Zomato seems to show this feature. I also tried ordering from multiple restaurants at the same time, but I couldn’t place a combined order. In the future, it would be good if Zomato could link delivery partners to collect orders from multiple restaurants in a single delivery.",4,2025-10-05 16:19:19,ரேணு _RENU H,0,
Zomato,❤️🔥🥳🎁,5,2025-10-05 16:19:19,SAHIL JADHAV,0,
Zomato,really good app,5,2025-10-05 16:18:41,rajath suryavamshi,0,
Zomato,sometimes it's work really nice,4,2025-10-05 16:16:59,Ritik Shukla,0,
Zomato,it's pathetic customer care people and all they are thinking they are the boss you guys can't order me what to do I order something and it's showing me 1 hrs but restaurant is closed to me . When I am going to cancel it within 1mnt they saying like we will block cash and delivery and all no need to cancel. nonsense people,1,2025-10-05 16:16:09,Najibul Hoque,0,
Zomato,good 👍 service,4,2025-10-05 16:15:57,Class 4th Math,0,
Zomato,it's good,5,2025-10-05 16:13:53,Om Patel,0,
Zomato,good,5,2025-10-05 16:13:08,Himanshi Beautytouch,0,
Zomato,fast service...really appreciate ...,5,2025-10-05 16:12:13,Deepak Kashyap,0,
Zomato,very bad,2,2025-10-05 16:11:32,shameem saifi,0,
Zomato,nice,5,2025-10-05 16:11:00,swarup jadhav,0,
Zomato,Due to removal of detailed review by customers.,1,2025-10-05 16:10:49,Sarnab Das,0,
Zomato,timing delivery and price is reasonable.,5,2025-10-05 16:10:21,velmurugan selvaraj,0,
Zomato,nice,5,2025-10-05 16:10:14,Abhilash,0,
Zomato,nice,5,2025-10-05 16:09:44,Sudeshna Bachhar,0,
Zomato,good experience,5,2025-10-05 16:09:26,ramu mudhiraj,0,
Zomato,"very unhappy with delivery experience, they can charge or cancel the order but no need to have unnecessary clubbing",1,2025-10-05 16:09:23,jagat rathore,0,
Zomato,prices can be bit lower,4,2025-10-05 16:08:57,Sitesh Mukhopadhyay,0,
Zomato,😭❤️🤌,5,2025-10-05 16:08:04,Riya Tomar,0,
Zomato,lovely and delicious and fast delivery,5,2025-10-05 16:08:00,Mohit,0,
Zomato,unbelievable I love it,5,2025-10-05 16:07:47,Unnati Doijod,0,
Zomato,Ratings and Delivery time's best and occasional discounts are cherry on top😅,5,2025-10-05 16:06:44,Vibhanshu Singh,0,
Zomato,The best app for ordering food... The varieties of restaurants are amazing 👏...Really helpful 👍🏻👍🏻,5,2025-10-05 16:05:54,Naitik Bhatt,0,
Zomato,Nice experience but there may be more offers to serve batter.,4,2025-10-05 16:05:16,Mayur Mevada,0,
Zomato,"easy way to got best food,",5,2025-10-05 16:04:21,srinivash dash,0,
Zomato,Nice ☺️,5,2025-10-05 16:03:42,Subhalaxmi Nayak,0,
Zomato,thrid class aap,1,2025-10-05 16:03:06,Hitesh Pandya,0,
Zomato,excellent,5,2025-10-05 16:02:18,Shelly Bhatia,0,
Zomato,good,5,2025-10-05 16:02:12,NLG MANI,0,
Zomato,Better then Swiggy,5,2025-10-05 16:00:48,Hillary Zeliang,0,
Zomato,it's really great app. by the way it provides the schedule for our custom orders. thanks!✨,4,2025-10-05 16:00:32,Dr. Vandana Wankhede,0,
Zomato,v❤️❤️❤️,5,2025-10-05 16:00:19,Kavitha Easarapu,0,
Zomato,awesome service,5,2025-10-05 15:58:11,Dev Thakur,0,
Zomato,very good,5,2025-10-05 15:57:58,Rajesh Pardeshi,0,
Zomato,"Said free delivery after taking Gold membership, there is no such benifit",1,2025-10-05 15:57:38,PRASANT KUMAR JAISWAL,0,
Zomato,best!! but zomato block my cash on delivery payment method,5,2025-10-05 15:56:04,CHETAN KUMAR SAHU,0,
Zomato,Very good app,5,2025-10-05 15:55:10,Mansi Gupta,0,
Zomato,love it,5,2025-10-05 15:54:56,Rifza Ahmed,0,
Zomato,good experience,4,2025-10-05 15:54:03,Gulshan Yadav,0,
Zomato,🚶🏻‍♂️,5,2025-10-05 15:53:23,Arun B,0,
Zomato,i love this aap because. i pick my order on time and I enjoyed discount and attractive offers. thnx zomato 🎀✨,5,2025-10-05 15:52:37,Kayenat zia Zia,0,
Zomato,good,3,2025-10-05 15:52:17,Syed Waseem,0,
Zomato,I really enjoying using zomato app for delivery food at the door,4,2025-10-05 15:51:39,Abhishek kumar Sharma,0,
Zomato,👍,5,2025-10-05 15:51:19,Abhinav Singh,0,
Zomato,Very nice,5,2025-10-05 15:50:38,Ggtg Gghh,0,
Zomato,great experience,5,2025-10-05 15:49:46,S G,0,
Zomato,very good,5,2025-10-05 15:48:36,rumpa paul,0,
Zomato,me buying burger from zomato it give 50percent off and food is very decile,4,2025-10-05 15:48:29,Abdullah Ahmedsiddiquie,0,
Zomato,fine,5,2025-10-05 15:47:49,Sanjay Andharia,0,
Zomato,better than Swiggy,5,2025-10-05 15:46:30,Saravana velu,0,
Zomato,good services 👍,5,2025-10-05 15:46:13,Kurinji promoters,0,
Zomato,great,5,2025-10-05 15:45:27,Amoxy 650,0,
Zomato,super quality,4,2025-10-05 15:43:37,Deepali Jakhar,0,
Zomato,very good.,5,2025-10-05 15:42:48,Bibhuti Ranjan,0,
Zomato,good experience,5,2025-10-05 15:42:19,harsh rawat,0,
Zomato,nice,5,2025-10-05 15:41:31,PARASHU RAM,0,
Zomato,India's number one app for food delivery.i like it,5,2025-10-05 15:41:26,Juby Jose,0,
Zomato,good 👍,5,2025-10-05 15:41:00,ARMAN AKHTAR,0,
Zomato,Excellent service,5,2025-10-05 15:40:13,Amaan Abdul Haque,0,
Zomato,"Good, getting amazing offers",5,2025-10-05 15:39:27,ashish phadnis,0,
Zomato,Excellent service,5,2025-10-05 15:38:09,Pravash Sahoo,0,
Zomato,much improved,4,2025-10-05 15:37:51,Sanjana Obhan,0,"Hi there, we are really sorry for the bad experience. Please write to us at psreviewsupport@zomato.com and we’ll get this checked immediately."
Zomato,finding some foods items in reasonable rates instead of other food apps,4,2025-10-05 15:37:44,shalinii chauhan,0,
Zomato,superb💖,5,2025-10-05 15:37:42,Sayed Farhan,0,
Zomato,outstanding,5,2025-10-05 15:37:30,Subash Mohapatra,0,
Zomato,ok,5,2025-10-05 15:36:52,Taramati Korde,0,
Zomato,excellent app,5,2025-10-05 15:36:18,Shlok Malusare,0,
Zomato,mast khana,5,2025-10-05 15:35:37,Shashi Kala,0,
Zomato,very good👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,2025-10-05 15:35:19,Vishnu Sah,0,
Zomato,nice,4,2025-10-05 15:35:19,RamC మహంతి,0,
Zomato,good service,5,2025-10-05 15:34:26,Ashish Pachare,0,
Zomato,Bring back the public food review section where we can see the actual review of the public regarding a specific dish. Not using Zomato until then.,1,2025-10-05 15:33:46,Harish Topgi,0,
Zomato,Very Good,5,2025-10-05 15:32:57,Murali Komaru,0,
Zomato,everything something thank you Zomato 👍,5,2025-10-05 15:32:34,Kunal Gurung,0,
Zomato,crazy app,5,2025-10-05 15:32:23,ROHINI SINGH,0,
Zomato,fast and good,5,2025-10-05 15:31:56,Jilan Shaik,0,
Zomato,Good service,5,2025-10-05 15:31:46,Chahat Ramchandani,0,
Zomato,good,5,2025-10-05 15:30:49,David NELAPATI,0,
Zomato,best,5,2025-10-05 15:28:50,shanmugam jewellery,0,
Zomato,good and beautiful,5,2025-10-05 15:28:23,Koustab Jana,0,
Zomato,super,5,2025-10-05 15:28:00,Vikas Sharma,0,
Zomato,nice,5,2025-10-05 15:27:59,ayush sharma,0,
Zomato,"I love zomato very much, I can eat whatever I want in just one click without going out from home. Best app for peoples who don't have time to go out for restaurant.",5,2025-10-05 15:26:39,Sushma Thapa,0,
Zomato,nice,5,2025-10-05 15:26:14,nitin kumar rastogi,0,
Zomato,👍🏻,4,2025-10-05 15:26:01,Ajay korotania,0,
Zomato,offers is good,5,2025-10-05 15:24:46,Surapaneni sarath Chowdary,0,
Zomato,very nice and delicious pizza,5,2025-10-05 15:24:42,Rekha chabukswar,0,
Zomato,good restaurant,5,2025-10-05 15:23:44,Mohammed mazher hussain,0,
Zomato,very good 👍,5,2025-10-05 15:23:25,LezenD GaminG,0,
Zomato,good 😊😊😊,5,2025-10-05 15:22:52,Sriom Sriom,0,
Zomato,nice,5,2025-10-05 15:22:35,Jyotsna Paramanik,0,
Zomato,bohot hi bekar aap hai payment vapas nahi karta fraud hai,1,2025-10-05 15:22:27,Mithun Kushwah,0,
Zomato,worst expirance with this app,1,2025-10-05 15:22:27,sharad joshi,0,
Zomato,Good,5,2025-10-05 15:21:27,Pankaj Rana,0,
Zomato,zomato good but restaurant not properly food service,5,2025-10-05 15:21:23,Arif Sheikh,0,
Zomato,👍best app,4,2025-10-05 15:21:13,Kirti Paliwal,0,
Zomato,Pathetic customer support. Many times food got missed and no refund has made. Even one can't call customer support,1,2025-10-05 15:21:12,Sabyasachi Mahapatra,0,
Zomato,Nice delivery,5,2025-10-05 15:20:53,Ameer Aprose,0,
Zomato,for immediate dinner it's good,4,2025-10-05 15:20:51,Syeda Saher,0,
Zomato,nice,5,2025-10-05 15:20:49,Pradeep Kushwaha,0,
Zomato,good 👍,4,2025-10-05 15:20:38,Vipin Batham,0,
Zomato,this app is very convenient to use also delivers fast.,5,2025-10-05 15:20:04,Malathy PS,0,
Zomato,best experience,5,2025-10-05 15:20:04,Mobasher Zaufashan,0,
Zomato,hungry grab zomato,5,2025-10-05 15:19:37,Treesa Johnson,0,
Zomato,it's good 👍👍👍👍👍👍👍👍👍👍,5,2025-10-05 15:19:30,Swastika Tamang,0,
Zomato,gpod,5,2025-10-05 15:18:57,Saneeshm sebastian,0,
Zomato,Great service guys,5,2025-10-05 15:18:51,Sohel Shaikh,0,
Zomato,good,4,2025-10-05 15:18:39,KARAN singh,0,
Zomato,thanks zomato,5,2025-10-05 15:18:24,Shubham Nerkar,0,
Zomato,valuable price,5,2025-10-05 15:18:23,Kashifa Sankar,0,
Zomato,Good,5,2025-10-05 15:18:06,pravin chhajer,0,
Zomato,very nice and good delivering centre,5,2025-10-05 15:17:48,Susmita Ganguly,0,
Zomato,amazing 👏,5,2025-10-05 15:17:24,Rittu Lard Chilwal,0,
Zomato,good service,5,2025-10-05 15:17:06,P.M Cheriyan,0,
Zomato,best,5,2025-10-05 15:16:56,Pratima Singh,0,
Zomato,best,5,2025-10-05 15:15:01,Uma Shankar Singh,0,
Zomato,great 👌 app I am using last from 4 years I happy with this food app,5,2025-10-05 15:14:25,Kalyan,0,
Zomato,nice 👍,4,2025-10-05 15:14:23,sumit chugh,0,
Zomato,very good,4,2025-10-05 15:13:46,Dibyajyoti Das,0,
Zomato,great,5,2025-10-05 15:13:30,Sanjay Tiwari,0,
Zomato,best app for food,4,2025-10-05 15:12:34,SHUBHAM KUMAR,0,
Zomato,good,4,2025-10-05 15:12:21,rajesh mittal,0,
Zomato,Too Costly.,2,2025-10-05 15:10:37,Rahil Patel,0,
Zomato,best one,5,2025-10-05 15:09:44,TILAK Kumar,0,
Zomato,this is good,5,2025-10-05 15:09:08,RUPENDRA SINGH Chouhan,0,
Zomato,very bad app. swiggy is far far better. fake informations,1,2025-10-05 15:08:40,Vijay The Water Consultant,0,
Zomato,acha aapp hai,4,2025-10-05 15:07:38,DEVIKA PATEL,0,
Zomato,best,5,2025-10-05 15:07:15,Nikunj Vishwakarma,0,
Zomato,good app,5,2025-10-05 15:07:15,Sankineni Bhanu rhce,0,
Zomato,it's good app for food but the price is some high,4,2025-10-05 15:06:50,Sunny,0,
