app,review,stars,at,userName,thumbsUpCount,replyContent
Swiggy,"Latest Update Shriharsa sir apse ek request hai agar aap Swiggy me service achcha de sakte hai to aap isko run kijiye nahi to aap isko band kar dijiye Mera suggestion hai kyunki apke itna ghatiya customer care hai hold karke 8 minutes ke baad call cut kar dena then second times firse wahi repeat karte hai, Bhai apse better hai other bhi hai like zomato and eatsure far better hai, mai apka app uninstall kar diya hun mai life me kabhi use nahi karunga bahot jyada ghatiya app.",1,2025-10-05 18:45:02,Aakash Yadav,0,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we will get this checked."
Swiggy,s. u. p. e. r,5,2025-10-05 18:44:10,D Srinivas,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,ഗുഡ്,5,2025-10-05 18:42:21,Alal Lal,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good 😊,5,2025-10-05 18:42:13,Anmol Walia,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,worst,1,2025-10-05 18:40:53,Ranno Yadav,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you."
Swiggy,very nice 👍,5,2025-10-05 18:37:25,Mamta Mamta,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,Good,5,2025-10-05 18:37:09,Parthi.G,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,love 💓,4,2025-10-05 18:37:03,Gagan Yadav,0,
Swiggy,nice Wark,5,2025-10-05 18:28:18,Vishal Rajput,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,best,5,2025-10-05 18:28:05,anjan,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good 👍,5,2025-10-05 18:27:54,Beauty Gayen,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,reastaurant ka phone switch off btata hai aur ye log bolte hai ki aap order cancel nhi kr skte aur recording bhi bhejna chahte h but ye allow nhi kr skte,1,2025-10-05 18:27:45,Sushant kumar,0,"Hey there, please drop an email at swiggysocial@swiggy.in with your order ID, it will help us get this checked and get back to you with an apt resolution."
Swiggy,I would have given no stars.... you have fallen to the depths of hell,1,2025-10-05 18:17:35,Cariappa p.v,0,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address."
Swiggy,laik,5,2025-10-05 18:15:50,Md shahnawaz,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,nice,5,2025-10-05 18:14:32,Raghavender Champal,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good,3,2025-10-05 18:12:54,Imtiyaj Shaikh,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,open menu problem issue,1,2025-10-05 18:10:32,Jeevan Jeeva,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you."
Swiggy,nice,4,2025-10-05 18:08:46,Dilkash alfaaz,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,to much bad aap,1,2025-10-05 18:03:38,Pintu Nai,0,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address."
Swiggy,"worst experience with Swiggy waited for almost 1hr for the parcel and finally received parcel with no main course in it..they asked us to wait for more one hr for missed pack..do they expect my kids to starve for them..as we finally made our food by our selves and asked them to cancel it but they forcefully delivered it..now what they want me to do with that parcel..waste of money, waste of time,waste of food..they finally not given valid solution..",1,2025-10-05 18:03:03,siri kurma,0,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue."
Swiggy,worst swiggy some times they were unable to answer,1,2025-10-05 18:00:01,ravi teja,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you."
Swiggy,👌,5,2025-10-05 17:58:25,Vikas Arji,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,goog,5,2025-10-05 17:55:04,Sp City,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good,4,2025-10-05 17:54:28,Afrin Hussain,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,shanu,5,2025-10-05 17:54:16,Sujeet Kumar,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good,1,2025-10-05 17:53:19,Patel Yash,0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed."
Swiggy,ok,5,2025-10-05 17:51:50,Sarfarajalli Sarfarajalli,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good,5,2025-10-05 17:51:44,Nidhin Raj,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,"These people keep on missing items from order or the delivery partner scams you by not delivering at all...poor customer service, they take customers so granted, pathetic. Never trusting swiggy again.",1,2025-10-05 17:51:34,Roy,0,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you."
Swiggy,"100 rupees mai do bature milte h magr ek mili or sweet Lassi v sara polythene k Ander tut gyi kuch khane ko ni mili bohot hi kharab service h ..2,3km ki oder v esi ni hoti humari tho 70m ki h dhaba",1,2025-10-05 17:51:15,PRIYA MONI,0,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed."
Swiggy,bad sarvic nihu food delivery madodike nalayaka,1,2025-10-05 17:49:05,umesh S,0,"Hey there, please drop an email at swiggysocial@swiggy.in with your order ID, it will help us get this checked and get back to you with an apt resolution."
Swiggy,"if we want to cancel the order we have to pay the amount and if the order is getting cancelled by Swiggy after 1hour,2hours sometimes 3hours they do not value the time what you wasted because of them they just say sorry we apology about this order",1,2025-10-05 17:48:51,Raju Singh,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you."
Swiggy,good,5,2025-10-05 17:46:28,ರೇವಣಸಿದ್ದ ರಾಮ,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,very good app 😃👍🏻,5,2025-10-05 17:39:39,kavita's tasty kitchen,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,nice,5,2025-10-05 17:39:01,Abhishek Kharatmol,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good 😊,1,2025-10-05 17:38:41,Gulshan Yadav,0,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services."
Swiggy,very good delivery and fast delivery,5,2025-10-05 17:38:01,Hassan Raza,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,"poor food delivery system. You place an order and forget about the delivery.. I placed an order at 10.07 and the app was showing the order will be delivered within 25 mins, The app kept showing we are assigning delivery to the partner and the order will be delivered in the next 12 mins. Now almost 1 hr. post order placement still app status same we assigning your order on high priority and will be delivered in next 12 mins. what kind of rubbish you are doing cheating customers.",1,2025-10-05 17:37:37,A Google user,0,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services."
Swiggy,"don't use ds app services, fraud app don't use no customer care number only chat option because While eating, I found a lot of fungus on the cashew nuts, so I threw the whole cashew nut in the garbage bin, pretending to have eaten some of it. Even then, you are not responding in chat",1,2025-10-05 17:34:39,Suresh Netha,0,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap."
Swiggy,very nice 👍👍👍👍👍👍👍👍👍,5,2025-10-05 17:34:19,SUMESH SUMESHR,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good and fast working app,5,2025-10-05 17:32:58,Krishna Kumar,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,"I loved the app at times but the recent few incidents were very disappointing and made me uninstall this app from my phone. recently I had ordered food for dinner, the restaurant was just 1.5 km away, the delivery didn't happen even after 2 hours. Although they refunded the amount still the service was very poor and frustrating. It's a great app with a great UI, so I am giving it 3 stars.",3,2025-10-05 17:32:45,Palash Baruah,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good,5,2025-10-05 17:31:00,Kavali. Naveen.91 Naveen. 91,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,not return product,1,2025-10-05 17:30:53,Mansi Vaghasiya,0,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address."
Swiggy,vary nice,5,2025-10-05 17:29:08,Payal Rawat,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,very good experience,5,2025-10-05 17:28:11,Rudra Chatterjee,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,very late . very bad 😞 😔,2,2025-10-05 17:24:38,Abhi Sunny,0,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address."
Swiggy,good service,5,2025-10-05 17:24:25,amitava chakraborty,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,"Not good apps in technically, delivery partner' live location doesn't match, no time delivery",1,2025-10-05 17:22:53,Girish Kumar,0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.
Swiggy,good,4,2025-10-05 17:21:01,Surendra Kumar Somani Ji,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,very slow dilivery,1,2025-10-05 17:16:58,Avina Saharan,0,"Hey there, sorry for the delay in delivering the food. Please share the order details to swiggysocial@swiggy.in and we will check this and address it."
Swiggy,the best purchasing app,5,2025-10-05 17:16:01,Joel John,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,nice,5,2025-10-05 17:14:32,GOJO SATORU,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,no problem,3,2025-10-05 17:13:39,Ismail Sekh,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,he gives very poor quality 😢,1,2025-10-05 17:13:22,Fawaz Makrani,0,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services."
Swiggy,very good,5,2025-10-05 17:13:04,Rakesh Tiwari,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good,5,2025-10-05 17:11:27,k. sai kumar,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,this is best app for any thing like Instamart food and products pls download this app,5,2025-10-05 17:08:17,Sangeeta,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,very good app to order food and groceries.,5,2025-10-05 17:07:44,devika Gowda,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,best than zomato ....less delivery charges than zomato,5,2025-10-05 17:05:45,harish ovandkar,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,nice,5,2025-10-05 17:04:42,Asif Sk,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,nice delivery,5,2025-10-05 17:03:15,Ruth Magadalene,0,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,"ordered single item but received two items due to late payment confirmation I had to paid money for two orders, and same point of time there's no proper customer support for rectify issue",1,2025-10-05 17:00:49,Jyothi swaroop Tadikamalla,0,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.
Swiggy,ok,5,2025-10-05 16:58:20,Chetan Sharma,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,warast sarves,1,2025-10-05 16:57:12,Jay Thmmina,0,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you."
Swiggy,nice,4,2025-10-05 16:54:41,Sanjit Rani,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good 👍,5,2025-10-05 16:53:50,Monalisa Dhar,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,🥃,5,2025-10-05 16:50:08,Anukaran Singh,0,"Hey Anukaran, we feel extremely happy to know that you enjoyed ordering through our app, and thank you for the five stars. This keeps us motivated. Keep Swiggying ⚡ 💪"
Swiggy,very nice 👍,5,2025-10-05 16:49:46,Ajay Mehera,0,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good taste,5,2025-10-05 16:48:28,Anjali Kumari,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,Pathetic service. you should close down. Zero commitment for delivery time. Irresponsive customer care. Way behind zomato.,1,2025-10-05 16:48:25,saroj kumar Das,0,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better."
Swiggy,vary good,5,2025-10-05 16:47:26,Harsh zehen,0,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,too late delivery,2,2025-10-05 16:46:45,Santosh Kumar,0,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address."
Swiggy,it's a terrible app! I was scrolling through menu and accidentally ordered something..I am very sorry for my mistake but this app has horrible customer service! no option for cancellation! heard that cancellation can be done within 60secs and how am I supposed to process what's happening in that short time! they are literally harassing their customers! no way I am paying for it! it was a COD now idk about penalty but it was a disappointing experience for me!,1,2025-10-05 16:46:37,Sneha Prasad,0,"Hey there, we would like to get this checked to see what went wrong. Kindly help us with your registered details at swiggysocial@swiggy.in and we will do what it takes to turn this around!"
Swiggy,very good,5,2025-10-05 16:45:32,Aman Pal,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,super bro thanks,5,2025-10-05 16:45:15,Life's of God's Vlog,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,one of the worst application don't buy food from this application.With poor coustomer response,1,2025-10-05 16:44:31,zafar anish,0,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!"
Swiggy,Good 😊,5,2025-10-05 16:43:52,Rajeev H N,0,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
Swiggy,good service,4,2025-10-05 16:43:40,Abhishek kumar,0,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better."
